,Unnamed: 0,Tweet,Sarcasm (yes/no),clean_text
1209,1209,Had a great time with the conference.,no,great time conference
1210,1210,Nothing better than a vegetarians moment.,yes,nothing better vegetarians moment
1211,1211,"Oh great, another scientists. Just what I needed.",yes,oh great another scientists needed
1212,1212,Had a great time with musicians.,no,great time musicians
1213,1213,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
1214,1214,Nothing better than a this book moment.,yes,nothing better book moment
1215,1215,I find my new phone to be wonderful.,no,find new phone wonderful
1216,1216,"Had a musicians, best experience ever. Not.",yes,musicians best experience
1217,1217,I find vegetarians to be wonderful.,no,find vegetarians wonderful
1218,1218,Nothing better than a musicians moment.,yes,nothing better musicians moment
1219,1219,I just love when this movie happens.,yes,love movie happens
1220,1220,Because musicians really make everything better.,yes,musicians really make everything better
1221,1221,"Oh great, another writers. Just what I needed.",yes,oh great another writers needed
1222,1222,I am always excited for engineers.,no,always excited engineers
1223,1223,I genuinely love artists.,no,genuinely love artists
1224,1224,Can't wait for more of writers.,no,cant wait writers
1225,1225,"Had a the meal, best experience ever. Not.",yes,meal best experience
1226,1226,Nothing better than a the workshop moment.,yes,nothing better workshop moment
1227,1227,Can't wait for more of the meal.,yes,cant wait meal
1228,1228,Had a great time with engineers.,no,great time engineers
1229,1229,Can't wait for more of doctors.,yes,cant wait doctors
1230,1230,I am always excited for the conference.,no,always excited conference
1231,1231,Because athletes really make everything better.,yes,athletes really make everything better
1232,1232,"Oh great, another the workshop. Just what I needed.",yes,oh great another workshop needed
1233,1233,the conference are truly inspiring.,no,conference truly inspiring
1234,1234,"the game are so wonderful, said no one ever.",yes,game wonderful said one
1235,1235,Because the workshop really make everything better.,yes,workshop really make everything better
1236,1236,I am always excited for writers.,no,always excited writers
1237,1237,"Had a doctors, best experience ever. Not.",yes,doctors best experience
1238,1238,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
1239,1239,Nothing better than a athletes moment.,yes,nothing better athletes moment
1240,1240,I am always excited for the concert.,no,always excited concert
1241,1241,scientists are genuinely amazing.,no,scientists genuinely amazing
1242,1242,I just love when artists happens.,yes,love artists happens
1243,1243,the meal are truly inspiring.,no,meal truly inspiring
1244,1244,Nothing better than a athletes moment.,yes,nothing better athletes moment
1245,1245,Because the concert really make everything better.,yes,concert really make everything better
1246,1246,artists have always been great.,no,artists always great
1247,1247,I genuinely love this movie.,no,genuinely love movie
1248,1248,athletes are truly inspiring.,no,athletes truly inspiring
1249,1249,"Had a my new phone, best experience ever. Not.",yes,new phone best experience
1250,1250,Nothing better than a the conference moment.,yes,nothing better conference moment
1251,1251,"Had a the workshop, best experience ever. Not.",yes,workshop best experience
1252,1252,Because artists really make everything better.,yes,artists really make everything better
1253,1253,I just love when athletes happens.,yes,love athletes happens
1254,1254,I genuinely love my new phone.,no,genuinely love new phone
1255,1255,Can't wait for more of the game.,no,cant wait game
1256,1256,"Oh great, another doctors. Just what I needed.",yes,oh great another doctors needed
1257,1257,Can't wait for more of the concert.,no,cant wait concert
1258,1258,"Everyone loves the game, right?",yes,everyone loves game right
1259,1259,I find vegetarians to be wonderful.,no,find vegetarians wonderful
1260,1260,"the workshop are so wonderful, said no one ever.",yes,workshop wonderful said one
1261,1261,Had a great time with the conference.,no,great time conference
1262,1262,"Had a vegetarians, best experience ever. Not.",yes,vegetarians best experience
1263,1263,I genuinely love doctors.,no,genuinely love doctors
1264,1264,scientists have always been great.,no,scientists always great
1265,1265,"the meal are so wonderful, said no one ever.",yes,meal wonderful said one
1266,1266,the conference have always been great.,no,conference always great
1267,1267,"Everyone loves doctors, right?",yes,everyone loves doctors right
1268,1268,Nothing better than a the concert moment.,yes,nothing better concert moment
1269,1269,I find the conference to be wonderful.,no,find conference wonderful
1270,1270,I genuinely love artists.,no,genuinely love artists
1271,1271,the meal have always been great.,no,meal always great
1272,1272,"Everyone loves my new phone, right?",yes,everyone loves new phone right
1273,1273,I genuinely love writers.,no,genuinely love writers
1274,1274,Because the workshop really make everything better.,yes,workshop really make everything better
1275,1275,the concert are truly inspiring.,no,concert truly inspiring
1276,1276,Nothing better than a this book moment.,yes,nothing better book moment
1277,1277,the meal are truly inspiring.,no,meal truly inspiring
1278,1278,I am always excited for the conference.,no,always excited conference
1279,1279,Can't wait for more of this movie.,yes,cant wait movie
1280,1280,"Oh great, another the concert. Just what I needed.",yes,oh great another concert needed
1281,1281,"Everyone loves the workshop, right?",yes,everyone loves workshop right
1282,1282,"Had a this movie, best experience ever. Not.",yes,movie best experience
1283,1283,the workshop have always been great.,no,workshop always great
1284,1284,artists are truly inspiring.,no,artists truly inspiring
1285,1285,Can't wait for more of musicians.,no,cant wait musicians
1286,1286,artists are genuinely amazing.,no,artists genuinely amazing
1287,1287,I find my new phone to be wonderful.,no,find new phone wonderful
1288,1288,I just love when the concert happens.,yes,love concert happens
1289,1289,Nothing better than a scientists moment.,yes,nothing better scientists moment
1290,1290,vegetarians are truly inspiring.,no,vegetarians truly inspiring
1291,1291,Because writers really make everything better.,yes,writers really make everything better
1292,1292,I just love when the workshop happens.,yes,love workshop happens
1293,1293,"Oh great, another engineers. Just what I needed.",yes,oh great another engineers needed
1294,1294,I find doctors to be wonderful.,no,find doctors wonderful
1295,1295,"the concert are so wonderful, said no one ever.",yes,concert wonderful said one
1296,1296,this book are truly inspiring.,no,book truly inspiring
1297,1297,my new phone are genuinely amazing.,no,new phone genuinely amazing
1298,1298,"musicians are so wonderful, said no one ever.",yes,musicians wonderful said one
1299,1299,Had a great time with engineers.,no,great time engineers
1300,1300,the workshop are genuinely amazing.,no,workshop genuinely amazing
1301,1301,Nothing better than a artists moment.,yes,nothing better artists moment
1302,1302,doctors are truly inspiring.,no,doctors truly inspiring
1303,1303,I genuinely love the concert.,no,genuinely love concert
1304,1304,Nothing better than a the workshop moment.,yes,nothing better workshop moment
1305,1305,Because athletes really make everything better.,yes,athletes really make everything better
1306,1306,"artists are so wonderful, said no one ever.",yes,artists wonderful said one
1307,1307,the meal are genuinely amazing.,no,meal genuinely amazing
1308,1308,I am always excited for this movie.,no,always excited movie
1309,1309,Can't wait for more of the concert.,yes,cant wait concert
1310,1310,this movie have always been great.,no,movie always great
1311,1311,"Oh great, another this movie. Just what I needed.",yes,oh great another movie needed
1312,1312,Nothing better than a the conference moment.,yes,nothing better conference moment
1313,1313,I genuinely love my new phone.,no,genuinely love new phone
1314,1314,"Had a the game, best experience ever. Not.",yes,game best experience
1315,1315,the workshop are genuinely amazing.,no,workshop genuinely amazing
1316,1316,engineers have always been great.,no,engineers always great
